,cellID,cellType,sampleID
478,human1_lib1.final_cell_0479,gamma,indiv1
483,human1_lib1.final_cell_0484,gamma,indiv1
510,human1_lib1.final_cell_0511,gamma,indiv1
515,human1_lib1.final_cell_0516,gamma,indiv1
520,human1_lib1.final_cell_0521,gamma,indiv1
599,human1_lib2.final_cell_0032,gamma,indiv1
769,human1_lib2.final_cell_0202,gamma,indiv1
793,human1_lib2.final_cell_0226,gamma,indiv1
800,human1_lib2.final_cell_0233,gamma,indiv1
831,human1_lib2.final_cell_0264,gamma,indiv1
837,human1_lib2.final_cell_0270,gamma,indiv1
855,human1_lib2.final_cell_0288,gamma,indiv1
901,human1_lib2.final_cell_0334,gamma,indiv1
904,human1_lib2.final_cell_0337,gamma,indiv1
907,human1_lib2.final_cell_0340,gamma,indiv1
921,human1_lib2.final_cell_0354,gamma,indiv1
931,human1_lib2.final_cell_0364,gamma,indiv1
946,human1_lib2.final_cell_0379,gamma,indiv1
995,human1_lib2.final_cell_0428,gamma,indiv1
1023,human1_lib2.final_cell_0456,gamma,indiv1
1025,human1_lib2.final_cell_0458,gamma,indiv1
1041,human1_lib2.final_cell_0474,gamma,indiv1
1067,human1_lib2.final_cell_0500,gamma,indiv1
1074,human1_lib2.final_cell_0507,gamma,indiv1
1080,human1_lib2.final_cell_0513,gamma,indiv1
1116,human1_lib2.final_cell_0549,gamma,indiv1
1121,human1_lib2.final_cell_0554,gamma,indiv1
1150,human1_lib2.final_cell_0583,gamma,indiv1
1373,human1_lib3.final_cell_0177,gamma,indiv1
1387,human1_lib3.final_cell_0191,gamma,indiv1
1445,human1_lib3.final_cell_0249,gamma,indiv1
1456,human1_lib3.final_cell_0260,gamma,indiv1
1507,human1_lib3.final_cell_0311,gamma,indiv1
1533,human1_lib3.final_cell_0337,gamma,indiv1
1536,human1_lib3.final_cell_0340,gamma,indiv1
1556,human1_lib3.final_cell_0360,gamma,indiv1
1558,human1_lib3.final_cell_0362,gamma,indiv1
1604,human1_lib3.final_cell_0408,gamma,indiv1
1611,human1_lib3.final_cell_0415,gamma,indiv1
1616,human1_lib3.final_cell_0420,gamma,indiv1
1620,human1_lib3.final_cell_0424,gamma,indiv1
1638,human1_lib3.final_cell_0442,gamma,indiv1
1647,human1_lib3.final_cell_0451,gamma,indiv1
1664,human1_lib3.final_cell_0468,gamma,indiv1
1674,human1_lib3.final_cell_0478,gamma,indiv1
1696,human1_lib3.final_cell_0500,gamma,indiv1
1768,human1_lib3.final_cell_0572,gamma,indiv1
1879,human1_lib3.final_cell_0683,gamma,indiv1
1891,human1_lib3.final_cell_0695,gamma,indiv1
2032,human2_lib1.final_cell_0096,gamma,indiv2
2038,human2_lib1.final_cell_0102,gamma,indiv2
2121,human2_lib1.final_cell_0185,gamma,indiv2
2125,human2_lib1.final_cell_0189,gamma,indiv2
2143,human2_lib1.final_cell_0207,gamma,indiv2
2162,human2_lib1.final_cell_0226,gamma,indiv2
2174,human2_lib1.final_cell_0238,gamma,indiv2
2184,human2_lib1.final_cell_0248,gamma,indiv2
2189,human2_lib1.final_cell_0253,gamma,indiv2
2231,human2_lib1.final_cell_0295,gamma,indiv2
2248,human2_lib1.final_cell_0312,gamma,indiv2
2297,human2_lib1.final_cell_0361,gamma,indiv2
2308,human2_lib1.final_cell_0372,gamma,indiv2
2312,human2_lib1.final_cell_0376,gamma,indiv2
2328,human2_lib1.final_cell_0392,gamma,indiv2
2334,human2_lib1.final_cell_0398,gamma,indiv2
2343,human2_lib1.final_cell_0407,gamma,indiv2
2350,human2_lib1.final_cell_0414,gamma,indiv2
2368,human2_lib1.final_cell_0432,gamma,indiv2
2375,human2_lib1.final_cell_0439,gamma,indiv2
2379,human2_lib1.final_cell_0443,gamma,indiv2
2388,human2_lib1.final_cell_0452,gamma,indiv2
2397,human2_lib1.final_cell_0461,gamma,indiv2
2406,human2_lib1.final_cell_0470,gamma,indiv2
2413,human2_lib1.final_cell_0477,gamma,indiv2
2414,human2_lib1.final_cell_0478,gamma,indiv2
2430,human2_lib1.final_cell_0494,gamma,indiv2
2437,human2_lib1.final_cell_0501,gamma,indiv2
2467,human2_lib1.final_cell_0531,gamma,indiv2
2481,human2_lib1.final_cell_0545,gamma,indiv2
2576,human2_lib2.final_cell_0081,gamma,indiv2
2585,human2_lib2.final_cell_0090,gamma,indiv2
2601,human2_lib2.final_cell_0106,gamma,indiv2
2678,human2_lib2.final_cell_0183,gamma,indiv2
2680,human2_lib2.final_cell_0185,gamma,indiv2
2769,human2_lib2.final_cell_0274,gamma,indiv2
2793,human2_lib2.final_cell_0298,gamma,indiv2
2796,human2_lib2.final_cell_0301,gamma,indiv2
2834,human2_lib2.final_cell_0339,gamma,indiv2
2846,human2_lib2.final_cell_0351,gamma,indiv2
2873,human2_lib2.final_cell_0378,gamma,indiv2
2882,human2_lib2.final_cell_0387,gamma,indiv2
2903,human2_lib2.final_cell_0408,gamma,indiv2
2914,human2_lib2.final_cell_0419,gamma,indiv2
2921,human2_lib2.final_cell_0426,gamma,indiv2
2929,human2_lib2.final_cell_0434,gamma,indiv2
2948,human2_lib2.final_cell_0453,gamma,indiv2
2967,human2_lib2.final_cell_0472,gamma,indiv2
2983,human2_lib2.final_cell_0488,gamma,indiv2
3015,human2_lib2.final_cell_0520,gamma,indiv2
3020,human2_lib2.final_cell_0525,gamma,indiv2
3022,human2_lib2.final_cell_0527,gamma,indiv2
3026,human2_lib2.final_cell_0531,gamma,indiv2
3044,human2_lib2.final_cell_0549,gamma,indiv2
3045,human2_lib2.final_cell_0550,gamma,indiv2
3074,human2_lib2.final_cell_0579,gamma,indiv2
3080,human2_lib2.final_cell_0585,gamma,indiv2
3334,human2_lib3.final_cell_0239,gamma,indiv2
3358,human2_lib3.final_cell_0263,gamma,indiv2
3425,human2_lib3.final_cell_0330,gamma,indiv2
3433,human2_lib3.final_cell_0338,gamma,indiv2
3437,human2_lib3.final_cell_0342,gamma,indiv2
3442,human2_lib3.final_cell_0347,gamma,indiv2
3448,human2_lib3.final_cell_0353,gamma,indiv2
3453,human2_lib3.final_cell_0358,gamma,indiv2
3456,human2_lib3.final_cell_0361,gamma,indiv2
3458,human2_lib3.final_cell_0363,gamma,indiv2
3474,human2_lib3.final_cell_0379,gamma,indiv2
3480,human2_lib3.final_cell_0385,gamma,indiv2
3494,human2_lib3.final_cell_0399,gamma,indiv2
3495,human2_lib3.final_cell_0400,gamma,indiv2
3503,human2_lib3.final_cell_0408,gamma,indiv2
3514,human2_lib3.final_cell_0419,gamma,indiv2
3518,human2_lib3.final_cell_0423,gamma,indiv2
3520,human2_lib3.final_cell_0425,gamma,indiv2
3527,human2_lib3.final_cell_0432,gamma,indiv2
3534,human2_lib3.final_cell_0439,gamma,indiv2
3550,human2_lib3.final_cell_0455,gamma,indiv2
3565,human2_lib3.final_cell_0470,gamma,indiv2
3572,human2_lib3.final_cell_0477,gamma,indiv2
3589,human2_lib3.final_cell_0494,gamma,indiv2
3611,human2_lib3.final_cell_0516,gamma,indiv2
3621,human2_lib3.final_cell_0526,gamma,indiv2
3622,human2_lib3.final_cell_0527,gamma,indiv2
3648,human2_lib3.final_cell_0553,gamma,indiv2
3654,human2_lib3.final_cell_0559,gamma,indiv2
187,human1_lib1.final_cell_0188,endothelial,indiv1
217,human1_lib1.final_cell_0218,endothelial,indiv1
249,human1_lib1.final_cell_0250,endothelial,indiv1
272,human1_lib1.final_cell_0273,endothelial,indiv1
288,human1_lib1.final_cell_0289,endothelial,indiv1
301,human1_lib1.final_cell_0302,endothelial,indiv1
318,human1_lib1.final_cell_0319,endothelial,indiv1
354,human1_lib1.final_cell_0355,endothelial,indiv1
360,human1_lib1.final_cell_0361,endothelial,indiv1
375,human1_lib1.final_cell_0376,endothelial,indiv1
379,human1_lib1.final_cell_0380,endothelial,indiv1
382,human1_lib1.final_cell_0383,endothelial,indiv1
383,human1_lib1.final_cell_0384,endothelial,indiv1
407,human1_lib1.final_cell_0408,endothelial,indiv1
410,human1_lib1.final_cell_0411,endothelial,indiv1
418,human1_lib1.final_cell_0419,endothelial,indiv1
419,human1_lib1.final_cell_0420,endothelial,indiv1
421,human1_lib1.final_cell_0422,endothelial,indiv1
422,human1_lib1.final_cell_0423,endothelial,indiv1
429,human1_lib1.final_cell_0430,endothelial,indiv1
444,human1_lib1.final_cell_0445,endothelial,indiv1
455,human1_lib1.final_cell_0456,endothelial,indiv1
456,human1_lib1.final_cell_0457,endothelial,indiv1
462,human1_lib1.final_cell_0463,endothelial,indiv1
463,human1_lib1.final_cell_0464,endothelial,indiv1
497,human1_lib1.final_cell_0498,endothelial,indiv1
498,human1_lib1.final_cell_0499,endothelial,indiv1
504,human1_lib1.final_cell_0505,endothelial,indiv1
508,human1_lib1.final_cell_0509,endothelial,indiv1
514,human1_lib1.final_cell_0515,endothelial,indiv1
519,human1_lib1.final_cell_0520,endothelial,indiv1
525,human1_lib1.final_cell_0526,endothelial,indiv1
529,human1_lib1.final_cell_0530,endothelial,indiv1
531,human1_lib1.final_cell_0532,endothelial,indiv1
533,human1_lib1.final_cell_0534,endothelial,indiv1
536,human1_lib1.final_cell_0537,endothelial,indiv1
537,human1_lib1.final_cell_0538,endothelial,indiv1
539,human1_lib1.final_cell_0540,endothelial,indiv1
544,human1_lib1.final_cell_0545,endothelial,indiv1
547,human1_lib1.final_cell_0548,endothelial,indiv1
551,human1_lib1.final_cell_0552,endothelial,indiv1
553,human1_lib1.final_cell_0554,endothelial,indiv1
557,human1_lib1.final_cell_0558,endothelial,indiv1
560,human1_lib1.final_cell_0561,endothelial,indiv1
561,human1_lib1.final_cell_0562,endothelial,indiv1
563,human1_lib1.final_cell_0564,endothelial,indiv1
564,human1_lib1.final_cell_0565,endothelial,indiv1
586,human1_lib2.final_cell_0019,endothelial,indiv1
660,human1_lib2.final_cell_0093,endothelial,indiv1
799,human1_lib2.final_cell_0232,endothelial,indiv1
808,human1_lib2.final_cell_0241,endothelial,indiv1
821,human1_lib2.final_cell_0254,endothelial,indiv1
860,human1_lib2.final_cell_0293,endothelial,indiv1
880,human1_lib2.final_cell_0313,endothelial,indiv1
939,human1_lib2.final_cell_0372,endothelial,indiv1
985,human1_lib2.final_cell_0418,endothelial,indiv1
991,human1_lib2.final_cell_0424,endothelial,indiv1
992,human1_lib2.final_cell_0425,endothelial,indiv1
1019,human1_lib2.final_cell_0452,endothelial,indiv1
1028,human1_lib2.final_cell_0461,endothelial,indiv1
1033,human1_lib2.final_cell_0466,endothelial,indiv1
1037,human1_lib2.final_cell_0470,endothelial,indiv1
1039,human1_lib2.final_cell_0472,endothelial,indiv1
1043,human1_lib2.final_cell_0476,endothelial,indiv1
1054,human1_lib2.final_cell_0487,endothelial,indiv1
1055,human1_lib2.final_cell_0488,endothelial,indiv1
1057,human1_lib2.final_cell_0490,endothelial,indiv1
1058,human1_lib2.final_cell_0491,endothelial,indiv1
1072,human1_lib2.final_cell_0505,endothelial,indiv1
1084,human1_lib2.final_cell_0517,endothelial,indiv1
1087,human1_lib2.final_cell_0520,endothelial,indiv1
1097,human1_lib2.final_cell_0530,endothelial,indiv1
1106,human1_lib2.final_cell_0539,endothelial,indiv1
1117,human1_lib2.final_cell_0550,endothelial,indiv1
1126,human1_lib2.final_cell_0559,endothelial,indiv1
1133,human1_lib2.final_cell_0566,endothelial,indiv1
1135,human1_lib2.final_cell_0568,endothelial,indiv1
1136,human1_lib2.final_cell_0569,endothelial,indiv1
1137,human1_lib2.final_cell_0570,endothelial,indiv1
1138,human1_lib2.final_cell_0571,endothelial,indiv1
1144,human1_lib2.final_cell_0577,endothelial,indiv1
1145,human1_lib2.final_cell_0578,endothelial,indiv1
1151,human1_lib2.final_cell_0584,endothelial,indiv1
1157,human1_lib2.final_cell_0590,endothelial,indiv1
1163,human1_lib2.final_cell_0596,endothelial,indiv1
1174,human1_lib2.final_cell_0607,endothelial,indiv1
1177,human1_lib2.final_cell_0610,endothelial,indiv1
1178,human1_lib2.final_cell_0611,endothelial,indiv1
1185,human1_lib2.final_cell_0618,endothelial,indiv1
1186,human1_lib2.final_cell_0619,endothelial,indiv1
1187,human1_lib2.final_cell_0620,endothelial,indiv1
1189,human1_lib2.final_cell_0622,endothelial,indiv1
1193,human1_lib2.final_cell_0626,endothelial,indiv1
1385,human1_lib3.final_cell_0189,endothelial,indiv1
1419,human1_lib3.final_cell_0223,endothelial,indiv1
1547,human1_lib3.final_cell_0351,endothelial,indiv1
1625,human1_lib3.final_cell_0429,endothelial,indiv1
1627,human1_lib3.final_cell_0431,endothelial,indiv1
1645,human1_lib3.final_cell_0449,endothelial,indiv1
1695,human1_lib3.final_cell_0499,endothelial,indiv1
1706,human1_lib3.final_cell_0510,endothelial,indiv1
1707,human1_lib3.final_cell_0511,endothelial,indiv1
1715,human1_lib3.final_cell_0519,endothelial,indiv1
1719,human1_lib3.final_cell_0523,endothelial,indiv1
1729,human1_lib3.final_cell_0533,endothelial,indiv1
1740,human1_lib3.final_cell_0544,endothelial,indiv1
1748,human1_lib3.final_cell_0552,endothelial,indiv1
1765,human1_lib3.final_cell_0569,endothelial,indiv1
1771,human1_lib3.final_cell_0575,endothelial,indiv1
1785,human1_lib3.final_cell_0589,endothelial,indiv1
1786,human1_lib3.final_cell_0590,endothelial,indiv1
1798,human1_lib3.final_cell_0602,endothelial,indiv1
1800,human1_lib3.final_cell_0604,endothelial,indiv1
1811,human1_lib3.final_cell_0615,endothelial,indiv1
1814,human1_lib3.final_cell_0618,endothelial,indiv1
1817,human1_lib3.final_cell_0621,endothelial,indiv1
1821,human1_lib3.final_cell_0625,endothelial,indiv1
1823,human1_lib3.final_cell_0627,endothelial,indiv1
1845,human1_lib3.final_cell_0649,endothelial,indiv1
1860,human1_lib3.final_cell_0664,endothelial,indiv1
1867,human1_lib3.final_cell_0671,endothelial,indiv1
1869,human1_lib3.final_cell_0673,endothelial,indiv1
1872,human1_lib3.final_cell_0676,endothelial,indiv1
1877,human1_lib3.final_cell_0681,endothelial,indiv1
1890,human1_lib3.final_cell_0694,endothelial,indiv1
1906,human1_lib3.final_cell_0710,endothelial,indiv1
1907,human1_lib3.final_cell_0711,endothelial,indiv1
1916,human1_lib3.final_cell_0720,endothelial,indiv1
1932,human1_lib3.final_cell_0736,endothelial,indiv1
1934,human1_lib3.final_cell_0738,endothelial,indiv1
2124,human2_lib1.final_cell_0188,endothelial,indiv2
2133,human2_lib1.final_cell_0197,endothelial,indiv2
2152,human2_lib1.final_cell_0216,endothelial,indiv2
2180,human2_lib1.final_cell_0244,endothelial,indiv2
2219,human2_lib1.final_cell_0283,endothelial,indiv2
2270,human2_lib1.final_cell_0334,endothelial,indiv2
2301,human2_lib1.final_cell_0365,endothelial,indiv2
2418,human2_lib1.final_cell_0482,endothelial,indiv2
2421,human2_lib1.final_cell_0485,endothelial,indiv2
2477,human2_lib1.final_cell_0541,endothelial,indiv2
2842,human2_lib2.final_cell_0347,endothelial,indiv2
2848,human2_lib2.final_cell_0353,endothelial,indiv2
2866,human2_lib2.final_cell_0371,endothelial,indiv2
2884,human2_lib2.final_cell_0389,endothelial,indiv2
2973,human2_lib2.final_cell_0478,endothelial,indiv2
3303,human2_lib3.final_cell_0208,endothelial,indiv2
3387,human2_lib3.final_cell_0292,endothelial,indiv2
3400,human2_lib3.final_cell_0305,endothelial,indiv2
3444,human2_lib3.final_cell_0349,endothelial,indiv2
3512,human2_lib3.final_cell_0417,endothelial,indiv2
3516,human2_lib3.final_cell_0421,endothelial,indiv2
3604,human2_lib3.final_cell_0509,endothelial,indiv2
3618,human2_lib3.final_cell_0523,endothelial,indiv2
214,human1_lib1.final_cell_0215,quiescent_stellate,indiv1
241,human1_lib1.final_cell_0242,quiescent_stellate,indiv1
268,human1_lib1.final_cell_0269,quiescent_stellate,indiv1
324,human1_lib1.final_cell_0325,quiescent_stellate,indiv1
349,human1_lib1.final_cell_0350,quiescent_stellate,indiv1
359,human1_lib1.final_cell_0360,quiescent_stellate,indiv1
397,human1_lib1.final_cell_0398,quiescent_stellate,indiv1
403,human1_lib1.final_cell_0404,quiescent_stellate,indiv1
406,human1_lib1.final_cell_0407,quiescent_stellate,indiv1
431,human1_lib1.final_cell_0432,quiescent_stellate,indiv1
451,human1_lib1.final_cell_0452,quiescent_stellate,indiv1
454,human1_lib1.final_cell_0455,quiescent_stellate,indiv1
458,human1_lib1.final_cell_0459,quiescent_stellate,indiv1
484,human1_lib1.final_cell_0485,quiescent_stellate,indiv1
488,human1_lib1.final_cell_0489,quiescent_stellate,indiv1
494,human1_lib1.final_cell_0495,quiescent_stellate,indiv1
495,human1_lib1.final_cell_0496,quiescent_stellate,indiv1
506,human1_lib1.final_cell_0507,quiescent_stellate,indiv1
512,human1_lib1.final_cell_0513,quiescent_stellate,indiv1
535,human1_lib1.final_cell_0536,quiescent_stellate,indiv1
540,human1_lib1.final_cell_0541,quiescent_stellate,indiv1
558,human1_lib1.final_cell_0559,quiescent_stellate,indiv1
913,human1_lib2.final_cell_0346,quiescent_stellate,indiv1
975,human1_lib2.final_cell_0408,quiescent_stellate,indiv1
984,human1_lib2.final_cell_0417,quiescent_stellate,indiv1
1004,human1_lib2.final_cell_0437,quiescent_stellate,indiv1
1015,human1_lib2.final_cell_0448,quiescent_stellate,indiv1
1027,human1_lib2.final_cell_0460,quiescent_stellate,indiv1
1029,human1_lib2.final_cell_0462,quiescent_stellate,indiv1
1060,human1_lib2.final_cell_0493,quiescent_stellate,indiv1
1063,human1_lib2.final_cell_0496,quiescent_stellate,indiv1
1077,human1_lib2.final_cell_0510,quiescent_stellate,indiv1
1086,human1_lib2.final_cell_0519,quiescent_stellate,indiv1
1095,human1_lib2.final_cell_0528,quiescent_stellate,indiv1
1114,human1_lib2.final_cell_0547,quiescent_stellate,indiv1
1122,human1_lib2.final_cell_0555,quiescent_stellate,indiv1
1129,human1_lib2.final_cell_0562,quiescent_stellate,indiv1
1134,human1_lib2.final_cell_0567,quiescent_stellate,indiv1
1142,human1_lib2.final_cell_0575,quiescent_stellate,indiv1
1147,human1_lib2.final_cell_0580,quiescent_stellate,indiv1
1153,human1_lib2.final_cell_0586,quiescent_stellate,indiv1
1159,human1_lib2.final_cell_0592,quiescent_stellate,indiv1
1160,human1_lib2.final_cell_0593,quiescent_stellate,indiv1
1161,human1_lib2.final_cell_0594,quiescent_stellate,indiv1
1162,human1_lib2.final_cell_0595,quiescent_stellate,indiv1
1165,human1_lib2.final_cell_0598,quiescent_stellate,indiv1
1167,human1_lib2.final_cell_0600,quiescent_stellate,indiv1
1168,human1_lib2.final_cell_0601,quiescent_stellate,indiv1
1184,human1_lib2.final_cell_0617,quiescent_stellate,indiv1
1192,human1_lib2.final_cell_0625,quiescent_stellate,indiv1
1194,human1_lib2.final_cell_0627,quiescent_stellate,indiv1
1196,human1_lib2.final_cell_0629,quiescent_stellate,indiv1
1346,human1_lib3.final_cell_0150,quiescent_stellate,indiv1
1389,human1_lib3.final_cell_0193,quiescent_stellate,indiv1
1400,human1_lib3.final_cell_0204,quiescent_stellate,indiv1
1522,human1_lib3.final_cell_0326,quiescent_stellate,indiv1
1549,human1_lib3.final_cell_0353,quiescent_stellate,indiv1
1613,human1_lib3.final_cell_0417,quiescent_stellate,indiv1
1640,human1_lib3.final_cell_0444,quiescent_stellate,indiv1
1650,human1_lib3.final_cell_0454,quiescent_stellate,indiv1
1680,human1_lib3.final_cell_0484,quiescent_stellate,indiv1
1693,human1_lib3.final_cell_0497,quiescent_stellate,indiv1
1699,human1_lib3.final_cell_0503,quiescent_stellate,indiv1
1730,human1_lib3.final_cell_0534,quiescent_stellate,indiv1
1744,human1_lib3.final_cell_0548,quiescent_stellate,indiv1
1754,human1_lib3.final_cell_0558,quiescent_stellate,indiv1
1763,human1_lib3.final_cell_0567,quiescent_stellate,indiv1
1770,human1_lib3.final_cell_0574,quiescent_stellate,indiv1
1778,human1_lib3.final_cell_0582,quiescent_stellate,indiv1
1787,human1_lib3.final_cell_0591,quiescent_stellate,indiv1
1791,human1_lib3.final_cell_0595,quiescent_stellate,indiv1
1807,human1_lib3.final_cell_0611,quiescent_stellate,indiv1
1827,human1_lib3.final_cell_0631,quiescent_stellate,indiv1
1828,human1_lib3.final_cell_0632,quiescent_stellate,indiv1
1831,human1_lib3.final_cell_0635,quiescent_stellate,indiv1
1833,human1_lib3.final_cell_0637,quiescent_stellate,indiv1
1834,human1_lib3.final_cell_0638,quiescent_stellate,indiv1
1836,human1_lib3.final_cell_0640,quiescent_stellate,indiv1
1852,human1_lib3.final_cell_0656,quiescent_stellate,indiv1
1853,human1_lib3.final_cell_0657,quiescent_stellate,indiv1
1858,human1_lib3.final_cell_0662,quiescent_stellate,indiv1
1871,human1_lib3.final_cell_0675,quiescent_stellate,indiv1
1876,human1_lib3.final_cell_0680,quiescent_stellate,indiv1
1889,human1_lib3.final_cell_0693,quiescent_stellate,indiv1
1893,human1_lib3.final_cell_0697,quiescent_stellate,indiv1
1894,human1_lib3.final_cell_0698,quiescent_stellate,indiv1
1910,human1_lib3.final_cell_0714,quiescent_stellate,indiv1
1919,human1_lib3.final_cell_0723,quiescent_stellate,indiv1
1922,human1_lib3.final_cell_0726,quiescent_stellate,indiv1
1923,human1_lib3.final_cell_0727,quiescent_stellate,indiv1
1924,human1_lib3.final_cell_0728,quiescent_stellate,indiv1
1936,human1_lib3.final_cell_0740,quiescent_stellate,indiv1
1989,human2_lib1.final_cell_0053,quiescent_stellate,indiv2
2314,human2_lib1.final_cell_0378,quiescent_stellate,indiv2
2436,human2_lib1.final_cell_0500,quiescent_stellate,indiv2
2443,human2_lib1.final_cell_0507,quiescent_stellate,indiv2
2485,human2_lib1.final_cell_0549,quiescent_stellate,indiv2
2738,human2_lib2.final_cell_0243,quiescent_stellate,indiv2
2853,human2_lib2.final_cell_0358,quiescent_stellate,indiv2
2877,human2_lib2.final_cell_0382,quiescent_stellate,indiv2
2957,human2_lib2.final_cell_0462,quiescent_stellate,indiv2
3038,human2_lib2.final_cell_0543,quiescent_stellate,indiv2
3057,human2_lib2.final_cell_0562,quiescent_stellate,indiv2
3060,human2_lib2.final_cell_0565,quiescent_stellate,indiv2
3192,human2_lib3.final_cell_0097,quiescent_stellate,indiv2
3194,human2_lib3.final_cell_0099,quiescent_stellate,indiv2
3325,human2_lib3.final_cell_0230,quiescent_stellate,indiv2
3346,human2_lib3.final_cell_0251,quiescent_stellate,indiv2
3405,human2_lib3.final_cell_0310,quiescent_stellate,indiv2
3481,human2_lib3.final_cell_0386,quiescent_stellate,indiv2
3523,human2_lib3.final_cell_0428,quiescent_stellate,indiv2
3524,human2_lib3.final_cell_0429,quiescent_stellate,indiv2
3588,human2_lib3.final_cell_0493,quiescent_stellate,indiv2
3593,human2_lib3.final_cell_0498,quiescent_stellate,indiv2
287,human1_lib1.final_cell_0288,macrophage,indiv1
416,human1_lib1.final_cell_0417,macrophage,indiv1
552,human1_lib1.final_cell_0553,macrophage,indiv1
716,human1_lib2.final_cell_0149,macrophage,indiv1
854,human1_lib2.final_cell_0287,macrophage,indiv1
870,human1_lib2.final_cell_0303,macrophage,indiv1
910,human1_lib2.final_cell_0343,macrophage,indiv1
927,human1_lib2.final_cell_0360,macrophage,indiv1
947,human1_lib2.final_cell_0380,macrophage,indiv1
1066,human1_lib2.final_cell_0499,macrophage,indiv1
1253,human1_lib3.final_cell_0057,macrophage,indiv1
1375,human1_lib3.final_cell_0179,macrophage,indiv1
1742,human1_lib3.final_cell_0546,macrophage,indiv1
1809,human1_lib3.final_cell_0613,macrophage,indiv1
1976,human2_lib1.final_cell_0040,macrophage,indiv2
2103,human2_lib1.final_cell_0167,macrophage,indiv2
2358,human2_lib1.final_cell_0422,macrophage,indiv2
2480,human2_lib1.final_cell_0544,macrophage,indiv2
2516,human2_lib2.final_cell_0021,macrophage,indiv2
2615,human2_lib2.final_cell_0120,macrophage,indiv2
2639,human2_lib2.final_cell_0144,macrophage,indiv2
2645,human2_lib2.final_cell_0150,macrophage,indiv2
2729,human2_lib2.final_cell_0234,macrophage,indiv2
2843,human2_lib2.final_cell_0348,macrophage,indiv2
2889,human2_lib2.final_cell_0394,macrophage,indiv2
2925,human2_lib2.final_cell_0430,macrophage,indiv2
3171,human2_lib3.final_cell_0076,macrophage,indiv2
3172,human2_lib3.final_cell_0077,macrophage,indiv2
3242,human2_lib3.final_cell_0147,macrophage,indiv2
3366,human2_lib3.final_cell_0271,macrophage,indiv2
3657,human2_lib3.final_cell_0562,macrophage,indiv2
